"feature_id_full","feature_id","feature_mz","feature_rt","sDelta_vs_WT_p_value","sDelta_vs_WT_p_value_minus_log10","sDelta_vs_WT_fold_change","sDelta_vs_WT_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"230_166.09_1.5",230,166.086440549731,1.505634,0.00880953892376713,2.05504682122516,1.57928862246434,0.659274854634931,"Amino acids and Peptides","Small peptides","Aminoacids","Sabiden","C1=CC=C(C=C1)C[C@@H](C(=O)O)N","NC(Cc1ccccc1)C(=O)O","C1=CC=C(C=C1)CC(C(=O)O)N","\"\"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1\"\"",NA,"COLNVLDHVKWLRT-QMMMGPOBSA-N","COLNVLDHVKWLRT","COLNVLDHVKWLRT","InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)","COLNVLDHVKWLRT-UHFFFAOYSA-N","InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)","COLNVLDHVKWLRT"
"26_130.09_0.4",26,130.08646019119,0.44680312,0.00908957304390037,2.04145651601158,1.588493956436,0.667659601202552,"Amino acids and Peptides","Small peptides","Aminoacids","l-homopro","C1CCN[C@@H](C1)C(=O)O","O=C(O)C1CCCCN1","C1CCNC(C1)C(=O)O","\"\"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m0/s1\"\"",NA,"HXEACLLIILLPRG-YFKPBYRVSA-N","HXEACLLIILLPRG","HXEACLLIILLPRG","InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)","HXEACLLIILLPRG-UHFFFAOYSA-N","InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)","HXEACLLIILLPRG"
"229_120.08_1.5",229,120.081112360189,1.5049064,0.00927006539369439,2.03291720220713,1.58736592613536,0.666634742519036,"Alkaloids","Tyrosine alkaloids","Phenylethylamines","bmse000307",NA,NA,"C1=CC=C(C=C1)C(CN)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2","ULSIYEODSMZIPX"
"162_307.08_0.8",162,307.083420007576,0.76755375,0.00936597826797707,2.02844685425291,1.5643152735663,0.645531304060065,"Amino acids and Peptides","Small peptides","Dipeptides","4-(2-butanoylhydrazinyl)-4-oxo-N-(1,3-thiazol-2-yl)butanamide","N[C@@H](CCC(O)=N[C@@H](CS)C(O)=NCC(=O)O)C(=O)O",NA,"CCCC(=O)NNC(=O)CCC(=O)NC1=NC=CS1","InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1",NA,"RWSXRVCMGQZWBV-WDSKDSINSA-N","RWSXRVCMGQZWBV",NA,NA,NA,"InChI=1S/C11H16N4O3S/c1-2-3-9(17)14-15-10(18)5-4-8(16)13-11-12-6-7-19-11/h6-7H,2-5H2,1H3,(H,14,17)(H,15,18)(H,12,13,16)","SBFHXVFJPLELFD"
"262_239.15_2.1",262,239.149057962393,2.1098678,0.00942032767174744,2.02593399067243,1.49894017149568,0.583942800891486,"Fatty acids","Glycerolipids","Monoacylglycerols","Pentaglycol",NA,NA,"C(COCCOCCOCCOCCO)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2","JLFNLZLINWHATN"
"443_427.32_8.9",443,427.320992882668,8.909631,0.00947129587663113,2.02359059612161,1.5777174472792,0.657838856866762,"Terpenoids","Triterpenoids","Lanostane, Tirucallane and Euphane triterpenoids","null",NA,NA,"CC(C=CC(C)(C(C)(C)O)O)C1CCC2C1(CCCC2=CC=C3C(C(CCC3=C)O)O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C28H44O4/c1-18-9-14-24(29)25(30)21(18)11-10-20-8-7-16-27(5)22(12-13-23(20)27)19(2)15-17-28(6,32)26(3,4)31/h10-11,15,17,19,22-25,29-32H,1,7-9,12-14,16H2,2-6H3","DTCMIYFEJWTWML"
"80_175.12_0.5",80,175.119058210503,0.5431653,0.00956854787690859,2.01915396576515,1.42786732454583,0.513861932369609,"Amino acids and Peptides","Small peptides","Aminoacids","arginine","C(C[C@@H](C(=O)O)N)CN=C(N)N","NC(N)=NCCCC(N)C(=O)O","C(CC(C(=O)O)N)CN=C(N)N","InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",NA,"ODKSFYDXXFIFQN-BYPYZUCNSA-N","ODKSFYDXXFIFQN","ODKSFYDXXFIFQN","InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)","ODKSFYDXXFIFQN-UHFFFAOYSA-N","InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)","ODKSFYDXXFIFQN"
"237_229.15_1.7",237,229.15483959829,1.6674097,0.00998383195230676,2.00070273763762,1.56069353813454,0.642187273754204,"Amino acids and Peptides","Small peptides","Dipeptides","Isoleucylproline",NA,NA,"CCC(C)C(C(=O)N1CCCC1C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H20N2O3/c1-3-7(2)9(12)10(14)13-6-4-5-8(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)","BBIXOODYWPFNDT"
"395_454.29_7",395,454.292995721185,7.0396805,0.00999860224760862,2.00006070785789,1.57496394939794,0.655318805996643,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","1-16:0-lysoPE",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN","CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O",NA,NA,NA,NA,"YVYMBNSKXOXSKW","InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1","YVYMBNSKXOXSKW-HXUWFJFHSA-N","InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)","YVYMBNSKXOXSKW"
"260_256.18_2.1",260,256.175572093476,2.105808,0.0103784752378812,1.98386644652759,1.50382314830311,0.588634914044756,"Terpenoids","Monoterpenoids","Pinane monoterpenoids","2,9,9-trimethyl-4-phenyl-3,5-dioxa-4-boratricyclo[6.1.1.0~2,6~]decane",NA,NA,"B1(OC2CC3CC(C3(C)C)C2(O1)C)C4=CC=CC=C4",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C16H21BO2/c1-15(2)11-9-13(15)16(3)14(10-11)18-17(19-16)12-7-5-4-6-8-12/h4-8,11,13-14H,9-10H2,1-3H3","OZQWJKOXOILFRR"
"31_147.11_0.4",31,147.112904147316,0.448894,0.0103924532088084,1.98328192219361,1.57444427410701,0.65484269561736,"Amino acids and Peptides","Small peptides","Aminoacids","lysinium","C(CCN)CC(C(=O)O)N","O=C(O)C1CCCCN1|NCCCCC(N)C(=O)O","C(CCN)CC(C(=O)O)N","1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)",NA,"KDXKERNSBIXSRK-UHFFFAOYSA-N","KDXKERNSBIXSRK","HXEACLLIILLPRG|KDXKERNSBIXSRK","InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)|InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)","HXEACLLIILLPRG-UHFFFAOYSA-N|KDXKERNSBIXSRK-UHFFFAOYSA-N","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)","KDXKERNSBIXSRK"
"77_141.07_0.5",77,141.06594413898,0.53111553,0.0105153474098846,1.97817637436107,1.54207923808024,0.624876898487931,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","ACMC-20dntv",NA,"O=C(O)c1ccccn1|O=C(O)c1cccnc1","CN1C=CN=C1CC(=O)O",NA,NA,NA,NA,"SIOXPEMLGUPBBT|PVNIIMVLHYAWGP","InChI=1S/C6H5NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H,(H,8,9)|InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)","SIOXPEMLGUPBBT-UHFFFAOYSA-N|PVNIIMVLHYAWGP-UHFFFAOYSA-N","InChI=1S/C6H8N2O2/c1-8-3-2-7-5(8)4-6(9)10/h2-3H,4H2,1H3,(H,9,10)","MGIKMFCKRKDEIK"
"245_217.1_1.8",245,217.104979508454,1.8323833,0.0105603721354596,1.97632077749075,1.4594026275338,0.545377956328071,"Alkaloids","Lysine alkaloids","Piperidine alkaloids","2-Propanone, (6-ethoxy-3-pyridazinyl)hydrazone",NA,NA,"CCOC1=NN=C(C=C1)NN=C(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C9H14N4O/c1-4-14-9-6-5-8(12-13-9)11-10-7(2)3/h5-6H,4H2,1-3H3,(H,11,12)","BECKZSBQHJDWGO"
"78_159.08_0.5",78,159.076472506333,0.5322659,0.0108219333894804,1.96569514353873,1.5424202415589,0.625195889645392,"Amino acids and Peptides","Histidine alkaloids","Imidazole alkaloids","1,2,3-Propanetriol, 1-(1H-imidazol-4-yl)-",NA,"CC(=O)NCC(=O)O|O=C(O)Cc1cnc[nH]1","C1=C(NC=N1)C(C(CO)O)O",NA,NA,NA,NA,"OKJIRPAQVSHGFK|PRJKNHOMHKJCEJ","InChI=1S/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)|InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)","OKJIRPAQVSHGFK-UHFFFAOYSA-N|PRJKNHOMHKJCEJ-UHFFFAOYSA-N","InChI=1S/C6H10N2O3/c9-2-5(10)6(11)4-1-7-3-8-4/h1,3,5-6,9-11H,2H2,(H,7,8)","ABDKJICLXDSVKH"
"236_235.17_1.6",236,235.165393744158,1.6042376,0.011108289697223,1.95435280264659,1.3912633678977,0.476395549710674,"Amino acids and Peptides","Small peptides","Dipeptides","null",NA,"CC(C)C(N)C(=O)O|C[N+](C)(C)CC(=O)[O-]","C(CCN)CCNCC(=O)C(C(CO)O)O",NA,NA,NA,NA,"KZSNJWFQEVHDMF|KWIUHFFTVRNATP","InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)|InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3","KZSNJWFQEVHDMF-UHFFFAOYSA-N|KWIUHFFTVRNATP-UHFFFAOYSA-N","InChI=1S/C10H22N2O4/c11-4-2-1-3-5-12-6-8(14)10(16)9(15)7-13/h9-10,12-13,15-16H,1-7,11H2","BZKXSLSRJJQPEX"
"246_195.12_1.8",246,195.122809335498,1.833548,0.0112830483338551,1.94757355144124,1.42873855373675,0.514741940411149,"Fatty acids","Glycerolipids","Monoacylglycerols","Tetraglycol",NA,NA,"C(COCCOCCOCCO)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2","UWHCKJMYHZGTIT"
"46_407.09_0.5",46,407.086046553712,0.48481646,0.0116596569489842,1.93331422722322,1.58322768838257,0.662868748386722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101_277.14_0.6",101,277.13945870742,0.5707753,0.0117037493340025,1.93167498832031,1.58614343986166,0.665523244320383,"Amino acids and Peptides","Small peptides","Aminoacids","Saccharopin","C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N","N[C@@H](CCCCN[C@@H](CCC(=O)O)C(=O)O)C(=O)O","C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N","1/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1/f/h14,16,18H",NA,"ZDGJAHTZVHVLOT-UHFFFAOYSA-N","ZDGJAHTZVHVLOT","ZDGJAHTZVHVLOT","InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1","ZDGJAHTZVHVLOT-YUMQZZPRSA-N","InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)","ZDGJAHTZVHVLOT"
"213_146.17_1.2",213,146.165339389507,1.1896614,0.0117922521746367,1.92840324209678,1.55829634574271,0.639969620997716,"Alkaloids","Ornithine alkaloids","Polyamines","Spermidin",NA,"NCCCCNCCCN","C(CCNCCCN)CN",NA,NA,NA,NA,"ATHGHQPFGPMSJY","InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2","ATHGHQPFGPMSJY-UHFFFAOYSA-N","InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2","ATHGHQPFGPMSJY"
"353_440.28_5.6",353,440.277332144309,5.6315207,0.0119786870422217,1.9215907814097,1.50750817913888,0.592165829635207,"Fatty acids","Glycerophospholipids","Glycerophosphocholines","LPC-lyso","CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O",NA,"CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O","1S/C20H42NO7P/c1-5-6-7-8-9-10-11-12-13-14-20(23)26-17-19(22)18-28-29(24,25)27-16-15-21(2,3)4/h19,22H,5-18H2,1-4H3",NA,"BWKILASWCLJPBO-UHFFFAOYSA-N","BWKILASWCLJPBO","GLSCDHQUIDQFRP","nan","nan","InChI=1S/C20H42NO7P/c1-5-6-7-8-9-10-11-12-13-14-20(23)26-17-19(22)18-28-29(24,25)27-16-15-21(2,3)4/h19,22H,5-18H2,1-4H3/p+1","BWKILASWCLJPBO"
"68_213.07_0.5",68,213.074828540161,0.49711654,0.0123361027063728,1.90882202348368,1.56759282818755,0.648550877668783,"Amino acids and Peptides","Small peptides","Aminoacids","arginine",NA,NA,"C(CC(C(=O)O)N)CN=C(N)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)","ODKSFYDXXFIFQN"
"421_526.43_8.4",421,526.431598652533,8.412181,0.0125173279463136,1.90248836937025,0.724190653941338,-0.465558536686208,"Fatty acids","Fatty amides","Linear peptides","null",NA,NA,"CC1C(CCC(N1)CC(CCCCCCCC(CC(=O)O)(CNC2(CCNC(C2)N)C)O)NCC(C)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C28H57N5O5/c1-20(34)18-31-22(15-23-10-11-24(35)21(2)33-23)9-7-5-4-6-8-12-28(38,17-26(36)37)19-32-27(3)13-14-30-25(29)16-27/h20-25,30-35,38H,4-19,29H2,1-3H3,(H,36,37)","NBMGLMJXPPFHTG"
"4_242_0.4",4,241.999591998113,0.4136186,0.0128566079362513,1.8908735997546,1.54193117747652,0.624738373470103,"Amino acids and Peptides","Small peptides","Aminoacids","1-(2-methylsulfinylethyl)-2-nitroimidazole",NA,"NC(Cc1ccccc1)C(=O)O","CS(=O)CCN1C=CN=C1[N+](=O)[O-]",NA,NA,NA,NA,"COLNVLDHVKWLRT","InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)","COLNVLDHVKWLRT-UHFFFAOYSA-N","InChI=1S/C6H9N3O3S/c1-13(12)5-4-8-3-2-7-6(8)9(10)11/h2-3H,4-5H2,1H3","QLUPQWGVSUSFPS"
"234_144.1_1.6",234,144.1020800722,1.6040746,0.0129386422261308,1.88811129589591,1.55410864594813,0.63608736442232,"Alkaloids","Lysine alkaloids","Unsaturated fatty acids","ACMC-20lhzn",NA,NA,"CC1CCCC(N1)C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C7H13NO2/c1-5-3-2-4-6(8-5)7(9)10/h5-6,8H,2-4H2,1H3,(H,9,10)","IHLDCUQUFBWSJU"
"42_185.07_0.5",42,185.068704313257,0.4799024,0.0131289726789432,1.88176925542776,1.54593958253032,0.628483937835134,"Amino acids and Peptides","Small peptides","Aminoacids","L-Ornithine, N2-methyl-",NA,NA,"CNC(CCCN)C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H14N2O2/c1-8-5(6(9)10)3-2-4-7/h5,8H,2-4,7H2,1H3,(H,9,10)","OZRWQPFBXDVLAH"
"264_359.1_2.3",264,359.103620792708,2.3066554,0.0132802768207464,1.87679287222179,1.62276349762444,0.698452756098726,"Amino acids and Peptides","Fatty amides","N-acyl amines","null",NA,"CC1(C)CCC[C@]2(C)[C@H]3CC(=O)O[C@]3(C)[C@@H](O)[C@H](O)[C@@H]12","CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO)O",NA,NA,NA,NA,"SRKDUNRNENAEJS","InChI=1S/C16H26O4/c1-14(2)6-5-7-15(3)9-8-10(17)20-16(9,4)13(19)11(18)12(14)15/h9,11-13,18-19H,5-8H2,1-4H3/t9-,11-,12+,13+,15-,16+/m1/s1","SRKDUNRNENAEJS-QJCXCHQMSA-N","InChI=1S/C13H24N2O5S/c1-9(17)21-7-6-14-10(18)4-5-15-12(20)11(19)13(2,3)8-16/h11,16,19H,4-8H2,1-3H3,(H,14,18)(H,15,20)","WWROXTIUCJPVJU"
"257_262.12_2",257,262.118842548479,1.98923,0.0133284170562583,1.8752214263216,1.57084300449446,0.651538999883962,"Amino acids and Peptides","Small peptides","Dipeptides","ACMC-20aksq",NA,NA,"C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)CN",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C13H15N3O3/c14-6-12(17)16-11(13(18)19)5-8-7-15-10-4-2-1-3-9(8)10/h1-4,7,11,15H,5-6,14H2,(H,16,17)(H,18,19)","AJHCSUXXECOXOY"
"25_133.1_0.4",25,133.09729590435,0.4462771,0.0133653107010812,1.8740209408209,1.5488097761817,0.631159964132905,"Amino acids and Peptides","Small peptides","Aminoacids","Ornitina","Cc1ncc(C[n+]2csc(CCO)c2C)c(=N)[nH]1","O=C(O)C1CCCN1|NCCCC(N)C(=O)O","C(CC(C(=O)O)N)CN","\"\"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1\"\"",NA,"JZRWCGZRTZMZEH-UHFFFAOYSA-N","JZRWCGZRTZMZEH","ONIBWKKTOPOVIA|AHLPHDHHMVZTML","InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)|InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)","ONIBWKKTOPOVIA-UHFFFAOYSA-N|AHLPHDHHMVZTML-UHFFFAOYSA-N","InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)","AHLPHDHHMVZTML"
"235_190.11_1.6",235,190.107504369277,1.6041797,0.0148056671184019,1.82957201925656,1.53756883463825,0.620650999179219,"Amino acids and Peptides","Small peptides","Dipeptides","N-(3,4,5,6-tetrahydroxyhexan-2-yl)acetamide","C(CCNC(=N)N)C[C@@H](C(=O)O)N","O=C1CCC(C(=O)O)N1","CC(C(C(C(CO)O)O)O)NC(=O)C","InChI=1S/C7H16N4O2/c8-5(6(12)13)3-1-2-4-11-7(9)10/h5H,1-4,8H2,(H,12,13)(H4,9,10,11)/t5-/m0/s1",NA,"QUOGESRFPZDMMT-YFKPBYRVSA-N","QUOGESRFPZDMMT","ODHCTXKNWHHXJC","InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)","ODHCTXKNWHHXJC-UHFFFAOYSA-N","InChI=1S/C8H17NO5/c1-4(9-5(2)11)7(13)8(14)6(12)3-10/h4,6-8,10,12-14H,3H2,1-2H3,(H,9,11)","GNDXKDUZRVMTHI"
"350_398.23_5.6",350,398.23026679147,5.598686,0.0157792073168835,1.80191481776477,1.51500340628084,0.599321037407102,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","Lysolpe",NA,NA,"CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C17H36NO7P/c1-2-3-4-5-6-7-8-9-10-11-17(20)23-14-16(19)15-25-26(21,22)24-13-12-18/h16,19H,2-15,18H2,1H3,(H,21,22)","IZDRGPDUDLWAGR"
"139_269.16_0.7",139,269.160908220475,0.6675923,0.0158690496841852,1.79944908013059,1.53333540159378,0.616673306448767,"Amino acids and Peptides","Small peptides","Dipeptides","Histidylleucine","CCC(C)C(C(=O)O)NC(=O)C(CC1=CN=CN1)N","CC(C)C[C@H](NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)O","CC(C)CC(C(=O)O)NC(=O)C(CC1=CN=CN1)N","InChI=1S/C12H20N4O3/c1-3-7(2)10(12(18)19)16-11(17)9(13)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)",NA,"IDXZDKMBEXLFMB-UHFFFAOYSA-N","IDXZDKMBEXLFMB","MMFKFJORZBJVNF","InChI=1S/C12H20N4O3/c1-7(2)3-10(12(18)19)16-11(17)9(13)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)/t9-,10-/m0/s1","MMFKFJORZBJVNF-UWVGGRQHSA-N","InChI=1S/C12H20N4O3/c1-7(2)3-10(12(18)19)16-11(17)9(13)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)","MMFKFJORZBJVNF"
"261_284.21_2.1",261,284.206818674768,2.1094725,0.0158693374856018,1.79944120382822,1.41809079443868,0.503949905280532,"Alkaloids","Pseudoalkaloids","Polyamines","null","C(COCCOCCOCCOCCOCCO)O",NA,"CN(C)CC1=CN(N=N1)CCC2CCC(C(O2)CO)N","InChI=1S/C12H26O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h13-14H,1-12H2",NA,"IIRDTKBZINWQAW-UHFFFAOYSA-N","IIRDTKBZINWQAW",NA,NA,NA,"InChI=1S/C13H25N5O2/c1-17(2)7-10-8-18(16-15-10)6-5-11-3-4-12(14)13(9-19)20-11/h8,11-13,19H,3-7,9,14H2,1-2H3","RSSFQYFOHBQLRO"
"188_146.17_0.9",188,146.16538203365,0.8637711,0.0160378493829025,1.79485386945325,1.44933857315531,0.535394655456975,"Alkaloids","Ornithine alkaloids","Polyamines","Spermidin","C(CCNCCCN)CN","NCCCCNCCCN","C(CCNCCCN)CN","\"\"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2\"\"",NA,"ATHGHQPFGPMSJY-UHFFFAOYSA-N","ATHGHQPFGPMSJY","ATHGHQPFGPMSJY","InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2","ATHGHQPFGPMSJY-UHFFFAOYSA-N","InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2","ATHGHQPFGPMSJY"
"187_355.16_0.9",187,355.155095579175,0.8612253,0.0167719540396672,1.77541633636782,1.63258003817444,0.707153722458869,"Carbohydrates","Nucleosides","Purine nucleos(t)ides","decarboxylated SAM",NA,NA,"C[S+](CCCN)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H23N6O3S/c1-24(4-2-3-15)5-8-10(21)11(22)14(23-8)20-7-19-9-12(16)17-6-18-13(9)20/h6-8,10-11,14,21-22H,2-5,15H2,1H3,(H2,16,17,18)/q+1","ZUNBITIXDCPNSD"
"263_261.14_2.2",263,261.144746903343,2.1942844,0.0170347740258868,1.76866362317396,1.54609731997064,0.628631133376636,"Amino acids and Peptides","Small peptides","Dipeptides","gamma-Glu-leu",NA,"CC(C)C[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O","CC(C)CC(C(=O)O)NC(=O)CCC(C(=O)O)N",NA,NA,NA,NA,"MYFMARDICOWMQP","InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)/t7-,8-/m0/s1","MYFMARDICOWMQP-YUMQZZPRSA-N","InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)","MYFMARDICOWMQP"
"3_265.02_0.4",3,265.015638967596,0.4134636,0.0171660646381353,1.76532925648937,1.58671060362389,0.666039022446094,"Alkaloids","Histidine alkaloids","Imidazole alkaloids","6-(Propylsulfonyl)purine",NA,NA,"CCCS(=O)(=O)C1=NC=NC2=C1NC=N2",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H10N4O2S/c1-2-3-15(13,14)8-6-7(10-4-9-6)11-5-12-8/h4-5H,2-3H2,1H3,(H,9,10,11,12)","KZBFHFNSOGTTKK"
"233_212.09_1.6",233,212.089444178056,1.6012747,0.0172543841268661,1.76310053768093,1.54074028183561,0.623623691387688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
